Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,15.18,14.66,15.38,15.07,5.63,5.59,5.77,5.66
NCC,200,14.66,13.83,14.35,14.28,5.26,5.06,5.3,5.21
NCC,300,14.24,12.79,13.83,13.62,5.12,4.75,5.0,4.96
NCC,400,13.41,12.68,13.2,13.1,5.04,4.67,4.94,4.88
