Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,8.99,9.09,9.5,9.19,2.79,2.82,2.9,2.84
YBAA,200,8.89,9.19,8.68,8.92,2.61,2.81,2.65,2.69
YBAA,300,8.27,8.58,8.58,8.48,2.55,2.55,2.65,2.58
YBAA,400,7.87,8.38,9.3,8.52,2.39,2.57,2.81,2.59
