Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,39.37,36.62,37.95,37.98,15.89,15.02,15.79,15.57
TLV,200,36.83,35.91,35.1,35.95,15.21,14.78,14.78,14.92
TLV,300,35.61,33.98,35.1,34.9,14.59,13.91,14.47,14.32
TLV,400,36.32,34.38,33.77,34.82,14.84,14.18,14.05,14.36
