Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ZHAA,100,10.17,10.68,11.39,10.75,3.01,3.2,3.34,3.18
ZHAA,200,10.58,10.17,10.38,10.38,3.14,3.08,3.14,3.12
ZHAA,300,9.87,10.07,10.07,10.0,2.97,2.95,2.93,2.95
ZHAA,400,9.77,9.77,9.97,9.84,2.97,2.95,2.87,2.93
