Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,10.07,10.68,10.99,10.58,3.63,3.57,3.84,3.68
TXHC,200,10.68,9.16,10.48,10.11,3.36,3.2,3.61,3.39
TXHC,300,9.36,8.85,9.66,9.29,3.08,2.89,3.22,3.06
TXHC,400,8.55,8.75,9.46,8.92,2.95,2.95,3.1,3.0
