Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,15.28,14.86,15.18,15.11,5.63,5.61,5.57,5.6
NCC,200,14.86,14.14,14.55,14.52,5.52,5.2,5.44,5.39
NCC,300,14.55,14.66,14.45,14.55,5.42,5.24,5.32,5.33
NCC,400,13.83,13.51,13.31,13.55,4.9,4.9,4.98,4.93
