Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ERMS,100,11.19,10.27,11.19,10.88,3.69,3.63,3.67,3.66
ERMS,200,10.17,10.89,10.89,10.65,3.38,3.61,3.55,3.51
ERMS,300,9.97,9.36,10.38,9.9,3.38,3.1,3.43,3.3
ERMS,400,9.77,9.87,9.46,9.7,3.3,3.2,3.36,3.29
