Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ZHAA,100,17.8,18.62,18.51,18.31,6.5,6.69,6.79,6.66
ZHAA,200,17.9,17.7,18.21,17.94,6.4,6.38,6.36,6.38
ZHAA,300,16.99,17.6,17.8,17.46,6.09,6.48,6.27,6.28
ZHAA,400,17.09,17.19,17.09,17.12,5.94,6.01,5.96,5.97
