Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,17.4,17.6,17.09,17.36,6.58,6.64,6.64,6.62
TXHC,200,16.68,16.58,16.28,16.51,6.1,6.16,6.17,6.14
TXHC,300,16.17,15.36,15.77,15.77,5.69,5.73,6.04,5.82
TXHC,400,15.16,15.97,15.67,15.6,5.65,5.75,5.69,5.7
