Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,7.17,7.48,7.48,7.38,2.42,2.4,2.36,2.39
TNI,200,7.37,6.54,6.75,6.89,2.38,2.26,2.2,2.28
TNI,300,8.1,7.79,6.96,7.62,2.44,2.22,2.26,2.31
TNI,400,6.85,6.96,7.06,6.96,2.22,2.22,2.32,2.25
