Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,9.77,8.73,8.94,9.15,3.07,2.8,3.01,2.96
YDCK,200,8.42,8.32,8.42,8.39,2.74,2.66,2.78,2.73
YDCK,300,8.0,8.32,7.8,8.04,2.64,2.66,2.62,2.64
YDCK,400,8.11,8.0,8.21,8.11,2.54,2.6,2.7,2.61
