Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YKWK,100,8.43,8.64,8.95,8.67,2.62,2.66,2.66,2.65
YKWK,200,7.6,8.01,8.32,7.98,2.35,2.47,2.6,2.47
YKWK,300,7.39,7.6,7.39,7.46,2.31,2.27,2.39,2.32
YKWK,400,7.7,7.6,7.28,7.53,2.31,2.35,2.27,2.31
