Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
EBVS,100,33.02,33.12,31.44,32.53,13.95,14.15,13.5,13.87
EBVS,200,32.49,32.49,30.6,31.86,13.72,13.79,13.03,13.51
EBVS,300,31.02,31.86,31.13,31.34,13.11,13.48,13.05,13.21
EBVS,400,31.86,30.49,29.86,30.74,13.12,13.3,12.75,13.06
