Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,9.5,9.4,9.3,9.4,2.75,2.73,2.79,2.76
YBAA,200,8.38,9.09,8.58,8.68,2.61,2.75,2.59,2.65
YBAA,300,8.89,8.58,8.48,8.65,2.79,2.71,2.51,2.67
YBAA,400,8.07,8.38,8.68,8.38,2.47,2.53,2.67,2.56
