Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ERMS,100,21.16,20.85,22.58,21.53,7.92,7.76,8.3,7.99
ERMS,200,20.65,20.96,21.26,20.96,7.55,7.63,7.59,7.59
ERMS,300,20.96,19.84,21.57,20.79,7.7,7.32,7.34,7.45
ERMS,400,19.84,19.94,19.53,19.77,7.28,7.3,7.1,7.23
