Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,17.19,17.6,16.48,17.09,6.85,6.66,6.7,6.74
TXHC,200,16.68,15.87,16.99,16.51,6.31,5.92,6.62,6.28
TXHC,300,16.79,15.26,16.17,16.07,5.9,5.9,5.85,5.88
TXHC,400,16.28,14.95,14.55,15.26,5.88,5.42,5.54,5.61
