Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,38.25,36.93,37.54,37.57,16.53,15.85,16.36,16.25
TLV,200,36.62,36.11,36.22,36.32,15.64,15.58,15.58,15.6
TLV,300,34.79,34.99,34.89,34.89,15.29,15.25,15.2,15.25
TLV,400,34.59,33.67,33.47,33.91,14.96,14.81,14.46,14.74
