Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,14.35,13.31,14.24,13.97,5.24,5.06,5.38,5.23
YDCK,200,14.45,14.03,14.14,14.21,5.16,5.16,5.12,5.15
YDCK,300,13.83,13.51,13.31,13.55,5.02,4.92,4.73,4.89
YDCK,400,14.03,12.58,13.1,13.24,4.98,4.49,4.77,4.75
