Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,13.81,13.5,14.02,13.78,4.98,4.86,4.96,4.93
TNI,200,14.33,14.02,13.81,14.05,5.06,5.1,4.84,5.0
TNI,300,13.71,13.91,14.02,13.88,5.1,5.06,4.8,4.99
TNI,400,12.98,13.71,13.91,13.53,4.72,4.94,4.96,4.87
