Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,16.89,16.79,17.09,16.92,6.38,6.54,6.54,6.49
TXHC,200,15.16,16.79,16.89,16.28,6.09,6.36,6.33,6.26
TXHC,300,15.46,15.97,17.29,16.24,6.0,6.09,6.33,6.14
TXHC,400,16.28,17.09,16.89,16.75,5.94,6.29,6.27,6.17
