Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,10.58,10.99,9.77,10.45,3.74,3.55,3.34,3.54
TXHC,200,8.85,9.16,10.17,9.39,3.08,3.22,3.28,3.19
TXHC,300,8.75,9.16,8.95,8.95,2.99,3.07,3.05,3.04
TXHC,400,8.75,8.85,8.75,8.78,2.95,3.05,3.03,3.01
