Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,26.14,25.74,25.03,25.64,11.14,11.21,10.71,11.02
TLV,200,24.52,24.62,24.52,24.55,10.05,10.24,10.26,10.18
TLV,300,23.4,24.01,22.89,23.43,9.41,10.09,9.53,9.68
TLV,400,21.77,22.38,21.16,21.77,8.79,8.91,8.85,8.85
