Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,24.43,25.05,24.74,24.74,9.76,9.96,9.84,9.85
NCC,200,24.12,24.53,23.8,24.15,9.57,9.41,9.21,9.4
NCC,300,23.18,23.39,23.28,23.28,9.25,9.45,9.57,9.42
NCC,400,23.39,23.28,23.18,23.28,9.29,9.02,9.23,9.18
