Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,10.58,10.58,10.89,10.68,3.57,3.63,3.78,3.66
TXHC,200,10.78,10.27,10.68,10.58,3.63,3.43,3.59,3.55
TXHC,300,9.26,9.46,9.56,9.43,3.16,3.34,3.32,3.27
TXHC,400,9.26,9.36,8.85,9.16,3.08,3.18,3.07,3.11
