Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
EBVS,100,19.14,20.4,20.82,20.12,7.73,7.85,8.17,7.92
EBVS,200,19.56,19.77,17.88,19.07,7.75,7.6,7.32,7.56
EBVS,300,19.24,19.35,18.72,19.1,7.46,7.54,7.5,7.5
EBVS,400,19.35,17.35,19.24,18.65,7.34,6.97,7.48,7.26
