Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
THV,100,23.5,24.21,23.09,23.6,9.51,9.29,9.2,9.33
THV,200,22.38,21.77,21.67,21.94,9.06,8.79,8.69,8.85
THV,300,19.63,20.04,19.84,19.84,8.17,8.15,8.19,8.17
THV,400,19.74,18.92,19.23,19.3,7.92,7.86,8.07,7.95
