Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ASI,100,12.79,12.68,12.27,12.58,4.18,4.23,4.06,4.16
ASI,200,13.1,12.06,13.41,12.86,4.23,3.96,4.31,4.17
ASI,300,12.99,12.99,12.06,12.68,4.06,4.14,3.96,4.05
ASI,400,12.16,13.31,12.99,12.82,4.02,4.18,4.04,4.08
