Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,9.04,9.04,9.46,9.18,2.92,3.11,2.97,3.0
YDCK,200,8.63,9.56,8.32,8.84,2.8,2.95,2.78,2.84
YDCK,300,8.21,8.63,9.04,8.63,2.62,2.74,2.76,2.71
YDCK,400,8.0,8.52,8.94,8.49,2.62,2.68,2.76,2.69
