Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,13.93,13.72,14.86,14.17,4.87,5.21,5.46,5.18
YDCK,200,13.93,15.38,13.72,14.34,5.01,5.32,4.93,5.09
YDCK,300,13.83,12.16,12.99,12.99,4.95,4.46,4.87,4.76
YDCK,400,13.62,12.58,12.27,12.82,4.67,4.54,4.56,4.59
