Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ASI,100,13.72,13.51,13.51,13.58,4.66,4.71,4.71,4.69
ASI,200,13.62,13.62,14.03,13.76,4.62,4.67,4.79,4.69
ASI,300,12.58,13.41,13.1,13.03,4.44,4.54,4.54,4.51
ASI,400,12.68,12.68,12.89,12.75,4.38,4.46,4.44,4.43
