Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,8.73,9.46,9.88,9.36,3.05,3.01,3.21,3.09
YDCK,200,8.73,8.63,8.84,8.73,2.82,2.84,2.92,2.86
YDCK,300,8.21,8.0,8.32,8.18,2.64,2.62,2.76,2.67
YDCK,400,8.21,8.42,8.73,8.45,2.68,2.72,2.68,2.69
