Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,17.09,16.79,17.4,17.09,6.5,6.62,6.67,6.6
TXHC,200,17.29,17.29,17.5,17.36,6.56,6.64,6.58,6.59
TXHC,300,16.99,16.48,17.09,16.85,6.4,6.42,6.4,6.41
TXHC,400,16.79,15.97,17.8,16.85,6.13,6.13,6.71,6.32
