Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,11.29,10.17,10.78,10.75,3.8,3.71,3.74,3.75
TXHC,200,9.87,10.58,10.58,10.34,3.22,3.47,3.45,3.38
TXHC,300,8.55,9.56,9.05,9.05,2.89,3.16,3.2,3.08
TXHC,400,8.04,8.75,8.95,8.58,2.83,2.89,3.07,2.93
