Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YKWK,100,9.26,9.26,9.05,9.19,3.06,2.84,2.92,2.94
YKWK,200,8.74,8.22,8.22,8.39,2.74,2.6,2.54,2.63
YKWK,300,8.22,8.12,8.22,8.19,2.62,2.58,2.62,2.61
YKWK,400,7.7,7.6,7.8,7.7,2.41,2.33,2.5,2.41
