Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,24.22,25.16,24.43,24.6,9.53,9.92,9.64,9.7
NCC,200,24.12,24.12,24.43,24.22,9.43,9.51,9.39,9.44
NCC,300,23.18,24.12,24.01,23.77,9.09,9.15,8.98,9.07
NCC,400,22.97,23.7,22.97,23.21,8.82,9.17,8.74,8.91
