Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,25.53,25.53,25.74,25.6,10.87,10.71,11.06,10.88
TLV,200,24.72,24.92,23.91,24.52,10.38,10.3,10.07,10.25
TLV,300,23.4,22.69,24.01,23.37,9.6,9.45,9.68,9.58
TLV,400,22.69,22.69,23.09,22.82,9.31,9.14,9.18,9.21
