Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,10.68,10.68,10.78,10.71,3.59,3.53,3.73,3.62
TXHC,200,10.27,10.17,10.58,10.34,3.43,3.38,3.49,3.43
TXHC,300,8.85,9.46,8.95,9.09,3.1,3.3,3.2,3.2
TXHC,400,8.95,8.55,8.75,8.75,3.16,3.08,3.07,3.1
