Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ERMS,100,21.97,22.18,21.67,21.94,7.94,7.67,7.92,7.84
ERMS,200,20.45,21.67,21.26,21.13,7.88,7.78,7.45,7.7
ERMS,300,20.45,21.16,21.26,20.96,7.59,7.3,7.36,7.42
ERMS,400,20.14,20.04,19.53,19.9,7.01,7.1,7.07,7.06
