Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ERMS,100,10.78,10.48,10.48,10.58,3.51,3.55,3.59,3.55
ERMS,200,9.77,10.07,9.66,9.83,3.34,3.47,3.3,3.37
ERMS,300,9.56,9.26,9.46,9.43,3.22,3.2,3.12,3.18
ERMS,400,9.36,9.66,9.46,9.49,3.24,3.32,3.2,3.25
