Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ZHAA,100,17.7,17.9,17.7,17.77,6.6,6.69,6.48,6.59
ZHAA,200,17.4,16.89,17.9,17.4,6.36,6.29,6.4,6.35
ZHAA,300,16.79,17.29,16.99,17.02,6.03,6.07,6.11,6.07
ZHAA,400,16.38,16.58,16.48,16.48,6.19,5.78,6.05,6.01
