Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ZHAA,100,17.19,18.11,18.92,18.07,6.6,6.7,6.87,6.72
ZHAA,200,17.6,17.4,17.6,17.53,6.74,6.37,6.58,6.56
ZHAA,300,20.75,16.89,16.68,18.11,7.99,6.27,6.37,6.88
ZHAA,400,20.85,16.17,16.17,17.73,7.82,5.92,5.85,6.53
