Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YKWK,100,15.92,16.75,16.23,16.3,5.88,6.23,5.94,6.02
YKWK,200,16.02,15.5,15.71,15.74,5.82,5.72,5.6,5.71
YKWK,300,15.5,15.3,15.92,15.57,5.5,5.48,5.64,5.54
YKWK,400,15.82,16.34,15.09,15.75,5.42,5.92,5.54,5.63
