Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,26.2,27.55,26.72,26.82,9.67,10.03,10.01,9.9
NCC,200,24.32,24.53,24.74,24.53,8.86,9.04,9.3,9.07
NCC,300,24.74,24.95,25.47,25.05,8.92,8.9,9.43,9.08
NCC,400,24.53,23.49,23.8,23.94,8.82,8.57,8.65,8.68
