Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,17.06,17.36,18.39,17.6,6.03,6.53,6.34,6.3
YBAA,200,16.24,16.24,16.65,16.38,5.81,5.87,5.83,5.84
YBAA,300,16.55,15.83,15.83,16.07,5.87,5.61,5.71,5.73
YBAA,400,16.24,15.02,17.16,16.14,5.56,5.38,5.58,5.51
