Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,9.36,9.09,9.28,9.24,3.24,3.16,3.28,3.23
TNI,200,9.45,9.73,9.53,9.57,3.3,3.33,3.32,3.32
TNI,300,10.02,9.85,10.11,9.99,3.51,3.45,3.54,3.5
TNI,400,10.43,10.01,10.37,10.27,3.7,3.53,3.7,3.64
