Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ASI,100,9.1,8.96,9.04,9.03,3.15,3.09,3.14,3.13
ASI,200,8.15,8.17,8.14,8.15,2.79,2.8,2.82,2.8
ASI,300,8.04,7.95,8.04,8.01,2.84,2.8,2.82,2.82
ASI,400,8.12,8.12,8.11,8.12,2.84,2.85,2.85,2.85
