Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,36.72,38.39,38.58,37.9,15.98,16.59,16.44,16.34
TLV,200,39.32,39.55,39.51,39.46,16.87,17.01,17.04,16.97
TLV,300,39.92,39.64,39.63,39.73,17.17,17.17,17.42,17.25
TLV,400,39.11,38.24,39.28,38.88,17.04,16.74,17.17,16.98
