Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,15.68,15.57,15.76,15.67,5.63,5.57,5.67,5.62
TXHC,200,15.82,15.83,15.79,15.81,5.75,5.75,5.72,5.74
TXHC,300,15.11,15.2,15.27,15.19,5.49,5.52,5.56,5.52
TXHC,400,14.39,14.49,14.57,14.48,5.25,5.28,5.32,5.28
