Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,11.89,10.93,11.33,11.38,4.17,3.85,4.3,4.11
TNI,200,11.4,11.09,10.84,11.11,4.03,4.03,3.9,3.99
TNI,300,10.78,11.28,10.93,11.0,3.82,4.11,3.89,3.94
TNI,400,10.32,10.76,10.95,10.68,3.7,3.82,3.98,3.83
