Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,23.2,23.13,23.23,23.19,8.93,8.9,8.96,8.93
TNI,200,22.22,22.4,22.22,22.28,8.36,8.4,8.36,8.37
TNI,300,21.65,21.74,21.69,21.69,8.4,8.43,8.44,8.42
TNI,400,21.29,21.19,21.33,21.27,8.3,8.27,8.31,8.29
