Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
EBVS,100,35.24,39.25,35.6,36.7,16.27,17.82,16.03,16.71
EBVS,200,35.81,37.99,36.41,36.74,16.59,17.3,16.36,16.75
EBVS,300,36.41,38.38,37.7,37.5,16.72,17.44,16.95,17.04
EBVS,400,37.27,37.41,37.22,37.3,17.03,16.94,16.75,16.91
