Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ASI,100,8.94,9.39,9.99,9.44,3.17,3.16,3.41,3.25
ASI,200,8.87,10.22,9.63,9.57,3.04,3.36,3.41,3.27
ASI,300,8.91,9.87,9.31,9.36,3.03,3.3,3.2,3.18
ASI,400,8.4,9.53,9.08,9.0,2.91,3.22,3.13,3.09
