Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,18.01,17.98,17.89,17.96,6.66,6.67,6.61,6.65
YBAA,200,17.71,17.69,17.6,17.67,6.44,6.43,6.4,6.42
YBAA,300,17.8,17.76,17.81,17.79,6.5,6.5,6.52,6.51
YBAA,400,17.65,17.78,17.66,17.7,6.45,6.5,6.44,6.46
