Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,14.25,14.28,14.01,14.18,5.08,5.12,5.11,5.1
TNI,200,14.2,13.98,14.43,14.2,5.02,4.95,5.24,5.07
TNI,300,13.16,13.28,13.67,13.37,4.71,4.68,5.04,4.81
TNI,400,12.22,12.34,12.61,12.39,4.43,4.45,4.63,4.5
