Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,42.63,41.52,43.45,42.53,18.94,18.37,19.05,18.79
TLV,200,43.98,43.29,42.57,43.28,19.29,19.26,18.84,19.13
TLV,300,44.03,43.82,44.17,44.01,19.48,19.51,19.58,19.52
TLV,400,44.3,44.6,44.73,44.54,19.44,19.7,19.77,19.64
