Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TXHC,100,21.37,21.16,21.37,21.3,9.0,8.93,9.05,8.99
TXHC,200,22.39,22.39,22.03,22.27,9.39,9.4,9.28,9.36
TXHC,300,22.29,22.28,22.37,22.31,9.46,9.44,9.49,9.46
TXHC,400,23.03,23.01,22.79,22.94,9.74,9.74,9.63,9.7
