Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YKWK,100,10.5,12.11,10.42,11.01,3.42,4.33,3.44,3.73
YKWK,200,11.14,12.06,11.35,11.52,3.64,4.46,3.74,3.95
YKWK,300,11.13,11.65,11.17,11.32,3.77,4.39,3.77,3.98
YKWK,400,10.89,11.33,10.96,11.06,3.81,4.33,3.87,4.0
