Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,29.39,29.35,28.91,29.22,11.71,11.75,11.24,11.57
NCC,200,30.68,29.65,28.23,29.52,12.49,12.12,10.98,11.86
NCC,300,30.03,30.34,27.92,29.43,12.26,12.41,10.97,11.88
NCC,400,29.29,30.18,27.82,29.1,12.05,12.34,11.14,11.84
