Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
THV,100,31.13,32.21,31.71,31.68,13.18,13.63,13.02,13.28
THV,200,30.65,31.86,31.47,31.33,12.89,13.53,13.33,13.25
THV,300,30.8,31.62,31.99,31.47,13.07,13.47,13.45,13.33
THV,400,31.12,31.75,31.78,31.55,13.21,13.54,13.34,13.36
