Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,44.4,46.71,45.21,45.44,19.71,20.56,20.07,20.11
TLV,200,45.47,47.8,46.77,46.68,20.42,21.24,20.64,20.77
TLV,300,45.61,47.59,47.75,46.98,20.35,21.35,20.86,20.85
TLV,400,46.18,47.42,47.1,46.9,20.65,21.04,20.6,20.76
