Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,17.6,17.52,17.69,17.6,6.81,6.8,6.88,6.83
NCC,200,17.53,17.41,17.6,17.51,6.77,6.73,6.8,6.77
NCC,300,17.29,17.29,17.23,17.27,6.65,6.63,6.61,6.63
NCC,400,17.44,17.33,17.49,17.42,6.78,6.74,6.83,6.78
