Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
EBVS,100,27.31,27.45,27.45,27.4,12.18,12.26,12.26,12.23
EBVS,200,26.1,26.02,26.1,26.07,11.43,11.38,11.43,11.41
EBVS,300,25.52,25.38,25.52,25.47,11.04,10.96,11.04,11.01
EBVS,400,24.57,24.59,24.55,24.57,10.67,10.68,10.66,10.67
