Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,20.38,20.55,20.36,20.43,7.1,7.17,7.08,7.12
YBAA,200,20.46,20.75,20.55,20.59,7.19,7.28,7.23,7.23
YBAA,300,20.49,20.45,20.45,20.46,7.38,7.41,7.43,7.41
YBAA,400,19.76,19.87,19.86,19.83,7.08,7.11,7.1,7.1
