Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YKWK,100,18.66,22.4,20.13,20.4,7.86,9.17,8.28,8.44
YKWK,200,19.1,21.52,20.32,20.31,7.74,8.79,8.49,8.34
YKWK,300,19.89,21.56,20.28,20.58,7.92,8.77,8.37,8.35
YKWK,400,20.34,21.46,20.34,20.71,8.05,8.79,8.48,8.44
